"comuna","cut_comuna","dist_c17","semana","sosp_minsal0326","sosp_minsal0530","obs_cnt"
"San Felipe","5701","570101","19",0,0,12
"San Felipe","5701","570102","19",0,4,24
"San Felipe","5701","570105","19",0,0,2
"Putaendo","5705","570501","19",0,4,17
"Quilpué","5801","580101","19",0,6,37
"Quilpué","5801","580102","19",0,3,15
"Villa Alemana","5804","580102","19",0,2,7
"Quilpué","5801","580108","19",0,3,13
"Quilpué","5801","580109","19",0,7,45
"Quilpué","5801","580110","19",1,3,30
"Quilpué","5801","580111","19",0,3,11
"Quilpué","5801","580112","19",0,5,37
"Limache","5802","580201","19",0,2,11
"Limache","5802","580205","19",0,3,10
"Limache","5802","580206","19",0,0,2
"Olmué","5803","580301","19",0,2,4
"Villa Alemana","5804","580402","19",0,2,10
"Villa Alemana","5804","580403","19",0,0,13
"Villa Alemana","5804","580404","19",0,3,22
"Villa Alemana","5804","580405","19",0,1,8
"Villa Alemana","5804","580408","19",0,2,7
"Rancagua","6101","610101","19",0,6,19
"Rancagua","6101","610103","19",0,1,4
"Rancagua","6101","610104","19",0,0,11
"Rancagua","6101","610105","19",0,0,5
"Rancagua","6101","610106","19",0,4,25
"Rancagua","6101","610108","19",0,2,12
"Rancagua","6101","610109","19",1,4,15
"Rancagua","6101","610110","19",0,6,18
"Rancagua","6101","610111","19",0,1,18
"Rancagua","6101","610114","19",0,2,6
"Rancagua","6101","610115","19",1,2,13
"Rancagua","6101","610116","19",0,0,4
"Rancagua","6101","610117","19",1,5,18
"Codegua","6102","610202","19",0,0,9
"Coltauco","6104","610501","19",0,1,2
"Graneros","6106","610601","19",0,1,7
"Graneros","6106","610604","19",0,2,2
"Las Cabras","6107","610701","19",0,1,2
"Machalí","6108","610801","19",0,1,12
"Machalí","6108","610802","19",0,3,35
"Machalí","6108","610803","19",1,3,26
"Mostazal","6110","611002","19",0,0,2
"Olivar","6111","611102","19",1,1,6
"Peumo","6112","611201","19",0,0,5
"Peumo","6112","611202","19",0,0,3
"Pichidegua","6113","611301","19",1,1,7
"Quinta de Tilcoco","6114","611402","19",0,1,7
"Rengo","6115","611501","19",0,0,4
"Rengo","6115","611502","19",0,2,13
"Rengo","6115","611504","19",1,4,21
"San Vicente","6117","611701","19",0,1,5
"San Vicente","6117","611710","19",0,0,6
"Pichilemu","6201","620101","19",0,0,3
"San Fernando","6301","630101","19",0,4,24
"San Fernando","6301","630111","19",0,0,2
"San Fernando","6301","630112","19",0,1,8
"San Fernando","6301","630113","19",0,1,14
"Chimbarongo","6303","630302","19",0,1,9
"Placilla","6308","630801","19",0,0,3
"Santa Cruz","6310","631001","19",0,0,6
"Santa Cruz","6310","631008","19",0,0,2
"Talca","7101","710101","19",0,1,10
"Talca","7101","710103","19",0,0,5
"Talca","7101","710104","19",0,2,10
"Talca","7101","710105","19",0,0,5
"Talca","7101","710106","19",0,1,4
"Talca","7101","710107","19",0,1,19
"Talca","7101","710108","19",0,1,12
"Talca","7101","710111","19",0,13,43
"Talca","7101","710112","19",0,4,15
"Talca","7101","710113","19",1,0,7
"Talca","7101","710114","19",0,0,2
"Constitución","7102","710201","19",0,0,3
"Constitución","7102","710203","19",0,0,4
"Maule","7105","710505","19",1,3,8
"San Clemente","7109","710901","19",0,1,7
"Chanco","7202","720206","19",0,0,2
"Curicó","7301","730102","19",0,2,13
"Curicó","7301","730103","19",0,2,20
"Curicó","7301","730104","19",0,1,2
"Curicó","7301","730105","19",0,2,12
"Curicó","7301","730107","19",0,0,4
"Curicó","7301","730110","19",0,3,21
"Curicó","7301","730111","19",0,2,8
"Curicó","7301","730118","19",0,0,3
"Molina","7304","730402","19",0,2,9
"Rauco","7305","730501","19",0,1,2
"Linares","7401","740102","19",0,1,4
"Linares","7401","740103","19",0,1,1
"Linares","7401","740104","19",0,1,7
"Linares","7401","740106","19",1,5,32
"Linares","7401","740107","19",0,0,3
"Parral","7404","740402","19",0,0,8
"San Javier","7406","740602","19",0,2,9
"San Javier","7406","740607","19",0,0,1
"Yerbas Buenas","7408","740806","19",0,0,1
"Concepción","8101","810101","19",1,1,12
"Concepción","8101","810102","19",0,0,8
"Concepción","8101","810104","19",0,2,12
"Concepción","8101","810106","19",1,1,9
"Concepción","8101","810107","19",1,2,5
"Concepción","8101","810108","19",0,0,2
"Concepción","8101","810110","19",0,1,14
"Concepción","8101","810112","19",1,7,28
"Concepción","8101","810113","19",0,4,9
"Concepción","8101","810115","19",0,0,5
"Concepción","8101","810116","19",2,9,59
"Concepción","8101","810117","19",0,3,13
"Concepción","8101","810119","19",0,1,7
"Concepción","8101","810122","19",0,1,6
"Concepción","8101","810123","19",0,0,3
"Concepción","8101","810124","19",0,3,16
"Concepción","8101","810125","19",0,0,11
"Concepción","8101","810126","19",1,1,5
"Concepción","8101","810128","19",0,0,6
"Concepción","8101","810132","19",0,2,15
"Coronel","8102","810202","19",0,1,4
"Coronel","8102","810203","19",0,0,3
"Coronel","8102","810204","19",0,1,2
"Chiguayante","8103","810301","19",0,2,14
"Chiguayante","8103","810302","19",0,0,5
"Chiguayante","8103","810303","19",0,0,2
"Chiguayante","8103","810304","19",0,7,18
"Chiguayante","8103","810305","19",0,3,21
"Hualqui","8105","810501","19",0,1,5
"Lota","8106","810601","19",0,0,3
"Lota","8106","810603","19",0,1,2
"Penco","8107","810701","19",0,0,4
"Penco","8107","810705","19",0,1,8
"Talcahuano","8110","811006","19",0,0,2
"Talcahuano","8110","811010","19",0,0,3
"Talcahuano","8110","811011","19",0,2,17
"Talcahuano","8110","811012","19",0,1,3
"Concepción","8101","811014","19",0,0,6
"Talcahuano","8110","811014","19",0,7,35
"Talcahuano","8110","811015","19",0,3,3
"Hualpén","8112","811015","19",0,0,2
"Talcahuano","8110","811017","19",0,1,7
"Tomé","8111","811101","19",0,0,5
"Tomé","8111","811102","19",1,2,9
"Tomé","8111","811103","19",0,3,14
"Hualpén","8112","811201","19",0,1,3
"Hualpén","8112","811203","19",0,1,7
"Hualpén","8112","811205","19",0,0,3
"Hualpén","8112","811206","19",0,0,11
"Lebu","8201","820101","19",0,0,2
"Contulmo","8204","820401","19",0,0,4
"Curanilahue","8205","820509","19",0,0,3
"Los Ángeles","8301","830102","19",0,8,27
"Los Ángeles","8301","830103","19",0,1,6
"Los Ángeles","8301","830111","19",0,2,10
"Los Ángeles","8301","830117","19",1,1,6
"Los Ángeles","8301","830120","19",0,0,1
"Los Ángeles","8301","830121","19",0,6,40
"Cabrero","8303","830301","19",0,1,8
"Cabrero","8303","830304","19",0,0,1
"Mulchén","8305","830502","19",0,1,3
"Nacimiento","8306","830601","19",1,1,1
"Nacimiento","8306","830606","19",0,0,5
"Quilleco","8309","830901","19",1,3,6
"Yumbel","8313","831301","19",0,0,3
"Temuco","9101","910101","19",0,3,20
"Temuco","9101","910102","19",0,3,23
"Temuco","9101","910103","19",0,0,5
"Temuco","9101","910104","19",0,1,2
"Temuco","9101","910105","19",0,0,1
"Temuco","9101","910106","19",0,4,37
"Temuco","9101","910107","19",0,6,11
"Temuco","9101","910108","19",0,4,22
"Temuco","9101","910109","19",1,7,36
"Temuco","9101","910110","19",0,3,19
"Temuco","9101","910111","19",0,0,3
"Temuco","9101","910114","19",0,0,3
"Temuco","9101","910116","19",0,6,22
"Temuco","9101","910117","19",0,1,16
"Temuco","9101","910118","19",0,5,57
"Temuco","9101","910119","19",1,4,19
"Carahue","9102","910201","19",0,1,6
"Cunco","9103","910302","19",0,1,4
"Curarrehue","9104","910401","19",0,2,12
"Pucón","9115","911501","19",0,1,6
"Pucón","9115","911502","19",0,4,15
"Villarrica","9120","912001","19",0,4,8
"Villarrica","9120","912002","19",0,0,7
"Villarrica","9120","912003","19",0,3,19
"Villarrica","9120","912007","19",0,1,3
"Angol","9201","920102","19",0,2,8
"Angol","9201","920113","19",0,0,6
"Collipulli","9202","920202","19",0,1,2
"Curacautín","9203","920301","19",0,0,2
"Curacautín","9203","920302","19",0,0,3
"Victoria","9211","921101","19",0,0,3
"Victoria","9211","921105","19",1,3,10
"Puerto Montt","10101","0000000","20",4,21,110
"Cochamó","10103","0000000","20",0,1,3
"Frutillar","10105","0000000","20",0,3,16
"Los Muermos","10106","0000000","20",0,0,4
"Llanquihue","10107","0000000","20",2,5,14
"Maullín","10108","0000000","20",0,1,9
"Puerto Varas","10109","0000000","20",0,2,11
"Castro","10201","0000000","20",0,1,29
"Ancud","10202","0000000","20",0,1,18
"Chonchi","10203","0000000","20",2,4,19
"Curaco de Vélez","10204","0000000","20",0,1,2
"Puqueldón","10206","0000000","20",0,0,3
"Quellón","10208","0000000","20",0,1,6
"Quemchi","10209","0000000","20",0,0,2
"Quinchao","10210","0000000","20",0,2,5
"Osorno","10301","0000000","20",0,5,12
"San Pablo","10307","0000000","20",0,0,16
"Chaitén","10401","0000000","20",0,0,2
"Futaleufú","10402","0000000","20",0,1,7
"Hualaihué","10403","0000000","20",0,0,6
"Iquique","1101","0000000","20",1,8,43
"Alto Hospicio","1107","0000000","20",0,1,17
"Coyhaique","11101","0000000","20",0,2,20
"Lago Verde","11102","0000000","20",0,0,2
"Chile Chico","11401","0000000","20",0,1,10
"Punta Arenas","12101","0000000","20",1,6,49
"Torres del Paine","12402","0000000","20",0,1,6
"Santiago","13101","0000000","20",3,36,222
"Cerrillos","13102","0000000","20",0,7,33
"Cerro Navia","13103","0000000","20",0,1,2
"Conchalí","13104","0000000","20",0,2,22
"El Bosque","13105","0000000","20",1,5,36
"Estación Central","13106","0000000","20",1,3,43
"Huechuraba","13107","0000000","20",0,3,58
"Independencia","13108","0000000","20",0,4,33
"La Cisterna","13109","0000000","20",1,2,19
"La Florida","13110","0000000","20",7,44,274
"La Granja","13111","0000000","20",0,1,9
"La Pintana","13112","0000000","20",0,5,16
"La Reina","13113","0000000","20",2,25,161
"Las Condes","13114","0000000","20",8,78,507
"Lo Barnechea","13115","0000000","20",2,23,155
"Lo Espejo","13116","0000000","20",0,0,14
"Lo Prado","13117","0000000","20",0,4,26
"Macul","13118","0000000","20",2,16,115
"Maipú","13119","0000000","20",2,22,173
"Ñuñoa","13120","0000000","20",8,58,370
"Pedro Aguirre Cerda","13121","0000000","20",0,5,28
"Peñalolén","13122","0000000","20",3,36,172
"Providencia","13123","0000000","20",8,52,273
"Pudahuel","13124","0000000","20",1,12,79
"Quilicura","13125","0000000","20",0,9,61
"Quinta Normal","13126","0000000","20",3,6,44
"Recoleta","13127","0000000","20",0,10,54
"Renca","13128","0000000","20",0,7,23
"San Joaquín","13129","0000000","20",0,1,18
"San Miguel","13130","0000000","20",4,26,189
"San Ramón","13131","0000000","20",0,0,2
"Vitacura","13132","0000000","20",2,25,176
"Puente Alto","13201","0000000","20",2,32,179
"Pirque","13202","0000000","20",2,2,21
"San José de Maipo","13203","0000000","20",3,6,29
"Colina","13301","0000000","20",1,12,94
"Lampa","13302","0000000","20",1,9,39
"San Bernardo","13401","0000000","20",2,10,73
"Buin","13402","0000000","20",0,1,39
"Calera de Tango","13403","0000000","20",1,3,25
"Paine","13404","0000000","20",1,5,17
"Melipilla","13501","0000000","20",1,8,37
"Alhué","13502","0000000","20",0,0,4
"Curacaví","13503","0000000","20",1,6,34
"María Pinto","13504","0000000","20",0,0,3
"San Pedro","13505","0000000","20",0,1,4
"Talagante","13601","0000000","20",0,2,30
"El Monte","13602","0000000","20",1,4,18
"Isla de Maipo","13603","0000000","20",0,1,4
"Padre Hurtado","13604","0000000","20",0,1,8
"Peñaflor","13605","0000000","20",0,6,35
"Valdivia","14101","0000000","20",4,17,151
"Corral","14102","0000000","20",0,0,3
"Los Lagos","14104","0000000","20",1,1,6
"Mariquina","14106","0000000","20",0,0,6
"Panguipulli","14108","0000000","20",0,2,17
"La Unión","14201","0000000","20",0,1,8
"Futrono","14202","0000000","20",0,1,6
"Arica","15101","0000000","20",2,3,27
"Chillán","16101","0000000","20",0,8,49
"Bulnes","16102","0000000","20",0,0,12
"Chillán Viejo","16103","0000000","20",0,0,2
"Pinto","16106","0000000","20",0,0,2
"San Ignacio","16108","0000000","20",0,2,6
"Yungay","16109","0000000","20",0,0,4
"Quirihue","16201","0000000","20",0,1,6
"Cobquecura","16202","0000000","20",0,1,2
"Coelemu","16203","0000000","20",0,0,2
"San Carlos","16301","0000000","20",0,0,8
"Coihueco","16302","0000000","20",0,1,3
"San Nicolás","16305","0000000","20",0,2,10
"Antofagasta","2101","0000000","20",0,5,68
"Mejillones","2102","0000000","20",0,1,6
"Calama","2201","0000000","20",0,1,6
"San Pedro de Atacama","2203","0000000","20",0,0,4
"María Elena","2302","0000000","20",0,1,2
"Copiapó","3101","0000000","20",1,13,59
"Chañaral","3201","0000000","20",0,0,5
"Diego de Almagro","3202","0000000","20",0,0,2
"Vallenar","3301","0000000","20",0,2,13
"Alto del Carmen","3302","0000000","20",0,1,6
"La Serena","4101","0000000","20",0,6,59
"Coquimbo","4102","0000000","20",1,9,47
"Vicuña","4106","0000000","20",0,1,7
"Illapel","4201","0000000","20",0,3,7
"Los Vilos","4203","0000000","20",0,0,2
"Salamanca","4204","0000000","20",0,1,2
"Ovalle","4301","0000000","20",0,4,25
"Combarbalá","4302","0000000","20",0,0,2
"Monte Patria","4303","0000000","20",0,0,5
"Valparaíso","5101","0000000","20",2,23,140
"Casablanca","5102","0000000","20",0,0,5
"Concón","5103","0000000","20",0,5,45
"Puchuncaví","5105","0000000","20",0,0,2
"Quintero","5107","0000000","20",0,8,26
"Viña del Mar","5109","0000000","20",2,29,167
"Los Andes","5301","0000000","20",0,2,6
"Calle Larga","5302","0000000","20",0,0,9
"Rinconada","5303","0000000","20",1,2,15
"San Esteban","5304","0000000","20",0,0,4
"La Ligua","5401","0000000","20",0,0,5
"Cabildo","5402","0000000","20",0,2,10
"Papudo","5403","0000000","20",0,1,9
"Zapallar","5405","0000000","20",0,3,12
"Quillota","5501","0000000","20",3,8,41
"Hijuelas","5503","0000000","20",0,0,2
"La Cruz","5504","0000000","20",0,1,6
"San Antonio","5601","0000000","20",2,5,39
"Algarrobo","5602","0000000","20",0,7,45
"El Quisco","5604","0000000","20",0,2,22
"El Tabo","5605","0000000","20",0,1,10
"Santo Domingo","5606","0000000","20",0,2,12
"San Felipe","5701","0000000","20",1,9,43
"Putaendo","5705","0000000","20",0,0,2
"Santa María","5706","0000000","20",0,2,6
"Quilpué","5801","0000000","20",0,11,78
"Limache","5802","0000000","20",0,4,21
"Olmué","5803","0000000","20",1,4,12
"Villa Alemana","5804","0000000","20",0,2,36
"Rancagua","6101","0000000","20",2,10,64
"Codegua","6102","0000000","20",0,1,13
"Coinco","6103","0000000","20",0,1,7
"Coltauco","6104","0000000","20",0,1,9
"Graneros","6106","0000000","20",0,5,12
"Las Cabras","6107","0000000","20",0,5,13
"Machalí","6108","0000000","20",1,8,50
"Malloa","6109","0000000","20",0,1,7
"Mostazal","6110","0000000","20",1,2,5
"Olivar","6111","0000000","20",1,3,9
"Peumo","6112","0000000","20",1,1,5
"Pichidegua","6113","0000000","20",0,2,8
"Quinta de Tilcoco","6114","0000000","20",0,1,3
"Rengo","6115","0000000","20",0,1,8
"Requínoa","6116","0000000","20",0,1,12
"San Vicente","6117","0000000","20",0,2,20
"Pichilemu","6201","0000000","20",0,1,10
"Litueche","6203","0000000","20",0,0,1
"Marchihue","6204","0000000","20",0,0,2
"Paredones","6206","0000000","20",0,1,10
"San Fernando","6301","0000000","20",1,3,20
"Chépica","6302","0000000","20",0,1,9
"Chimbarongo","6303","0000000","20",0,0,4
"Nancagua","6305","0000000","20",0,0,2
"Palmilla","6306","0000000","20",0,0,6
"Peralillo","6307","0000000","20",0,3,14
"Pumanque","6309","0000000","20",0,0,2
"Santa Cruz","6310","0000000","20",0,0,20
"Talca","7101","0000000","20",4,16,114
"Constitución","7102","0000000","20",0,0,10
"Curepto","7103","0000000","20",0,0,5
"Maule","7105","0000000","20",0,1,8
"Pelarco","7106","0000000","20",0,1,8
"San Clemente","7109","0000000","20",0,1,8
"Curicó","7301","0000000","20",1,11,64
"Hualañé","7302","0000000","20",0,0,2
"Licantén","7303","0000000","20",0,1,7
"Molina","7304","0000000","20",0,0,4
"Romeral","7306","0000000","20",0,0,5
"Sagrada Familia","7307","0000000","20",0,0,2
"Teno","7308","0000000","20",0,0,11
"Vichuquén","7309","0000000","20",0,1,6
"Linares","7401","0000000","20",2,4,31
"Colbún","7402","0000000","20",0,2,6
"Parral","7404","0000000","20",0,1,6
"Retiro","7405","0000000","20",0,0,5
"San Javier","7406","0000000","20",0,2,7
"Villa Alegre","7407","0000000","20",0,0,3
"Concepción","8101","0000000","20",1,9,82
"Coronel","8102","0000000","20",0,0,4
"Chiguayante","8103","0000000","20",3,11,47
"Florida","8104","0000000","20",0,3,11
"Talcahuano","8110","0000000","20",0,0,6
"Tomé","8111","0000000","20",0,3,12
"Hualpén","8112","0000000","20",0,2,24
"Lebu","8201","0000000","20",0,3,8
"Arauco","8202","0000000","20",0,0,7
"Cañete","8203","0000000","20",0,0,2
"Los Álamos","8206","0000000","20",0,0,3
"Los Ángeles","8301","0000000","20",1,13,74
"Cabrero","8303","0000000","20",2,10,31
"Laja","8304","0000000","20",0,0,8
"Mulchén","8305","0000000","20",0,0,3
"Negrete","8307","0000000","20",0,3,7
"Santa Bárbara","8311","0000000","20",0,0,9
"Temuco","9101","0000000","20",1,17,82
"Gorbea","9107","0000000","20",0,0,3
"Lautaro","9108","0000000","20",0,4,31
"Nueva Imperial","9111","0000000","20",0,0,12
"Padre Las Casas","9112","0000000","20",1,1,10
"Perquenco","9113","0000000","20",0,0,2
"Pitrufquén","9114","0000000","20",0,1,4
"Pucón","9115","0000000","20",0,7,55
"Teodoro Schmidt","9117","0000000","20",0,0,3
"Vilcún","9119","0000000","20",0,3,16
"Villarrica","9120","0000000","20",0,2,14
"Cholchol","9121","0000000","20",0,0,5
"Angol","9201","0000000","20",0,0,6
"Collipulli","9202","0000000","20",0,0,3
"Curacautín","9203","0000000","20",0,0,9
"Traiguén","9210","0000000","20",0,1,3
"Puerto Montt","10101","1010101","20",1,1,4
"Puerto Montt","10101","1010102","20",1,3,19
"Puerto Montt","10101","1010103","20",0,6,16
"Puerto Montt","10101","1010104","20",1,9,26
"Puerto Montt","10101","1010105","20",0,2,19
"Puerto Montt","10101","1010106","20",1,3,21
"Puerto Montt","10101","1010107","20",0,1,6
"Puerto Montt","10101","1010109","20",0,1,2
"Puerto Montt","10101","1010116","20",0,0,2
"Puerto Montt","10101","1010117","20",0,7,34
"Puerto Montt","10101","1010118","20",0,0,5
"Frutillar","10105","1010501","20",0,1,3
"Puerto Varas","10109","1010901","20",0,4,30
"Puerto Varas","10109","1010905","20",0,1,8
"Castro","10201","1020101","20",0,2,13
"Castro","10201","1020102","20",0,0,3
"Ancud","10202","1020201","20",0,2,16
"Ancud","10202","1020202","20",0,2,6
"Dalcahue","10205","1020501","20",0,0,3
"Quellón","10208","1020801","20",0,0,4
"Osorno","10301","1030101","20",0,0,2
"Osorno","10301","1030104","20",0,1,3
"Osorno","10301","1030105","20",0,1,4
"Osorno","10301","1030106","20",1,4,23
"Osorno","10301","1030108","20",0,3,17
"Osorno","10301","1030109","20",0,0,8
"Osorno","10301","1030114","20",0,1,7
"San Pablo","10307","1030701","20",0,0,2
"Futaleufú","10402","1040201","20",0,1,8
"Hualaihué","10403","1040304","20",0,0,5
"Iquique","1101","110103","20",0,0,4
"Iquique","1101","110105","20",2,4,19
"Iquique","1101","110107","20",0,1,18
"Iquique","1101","110108","20",0,0,4
"Iquique","1101","110110","20",0,1,3
"Iquique","1101","110111","20",0,4,33
"Alto Hospicio","1107","110701","20",0,0,2
"Alto Hospicio","1107","110702","20",0,0,2
"Alto Hospicio","1107","110703","20",0,0,5
"Coyhaique","11101","1110101","20",1,1,13
"Coyhaique","11101","1110112","20",1,7,32
"Coyhaique","11101","1110113","20",0,2,14
"Punta Arenas","12101","1210101","20",1,4,36
"Punta Arenas","12101","1210102","20",0,1,14
"Punta Arenas","12101","1210103","20",1,4,29
"Punta Arenas","12101","1210104","20",0,1,8
"Punta Arenas","12101","1210105","20",0,0,10
"Punta Arenas","12101","1210106","20",0,1,3
"Punta Arenas","12101","1210107","20",1,2,16
"Punta Arenas","12101","1210108","20",0,0,3
"Natales","12401","1240101","20",0,2,8
"Natales","12401","1240105","20",0,0,3
"Santiago","13101","1310101","20",1,2,34
"Santiago","13101","1310102","20",0,1,29
"Santiago","13101","1310103","20",1,11,44
"Santiago","13101","1310104","20",0,16,84
"Santiago","13101","1310106","20",1,5,25
"Santiago","13101","1310107","20",0,2,7
"Santiago","13101","1310108","20",0,6,20
"Santiago","13101","1310109","20",0,5,24
"Santiago","13101","1310110","20",0,8,29
"Santiago","13101","1310111","20",1,16,158
"Santiago","13101","1310112","20",1,4,23
"Santiago","13101","1310113","20",0,1,11
"Santiago","13101","1310114","20",0,9,44
"Ñuñoa","13120","1310114","20",0,1,7
"Santiago","13101","1310115","20",0,0,3
"Santiago","13101","1310116","20",0,1,18
"Santiago","13101","1310117","20",1,10,57
"Santiago","13101","1310118","20",0,2,5
"Santiago","13101","1310119","20",2,7,54
"Santiago","13101","1310120","20",0,0,4
"Santiago","13101","1310121","20",1,4,27
"Santiago","13101","1310122","20",0,1,4
"Santiago","13101","1310124","20",0,0,2
"Santiago","13101","1310125","20",0,0,7
"Santiago","13101","1310126","20",0,1,7
"Santiago","13101","1310127","20",0,9,39
"Santiago","13101","1310128","20",1,9,42
"Estación Central","13106","1310129","20",0,0,2
"Cerrillos","13102","1310201","20",0,2,20
"Cerrillos","13102","1310202","20",0,4,16
"Cerrillos","13102","1310203","20",0,0,5
"Cerrillos","13102","1310204","20",0,0,11
"Cerro Navia","13103","1310301","20",0,0,2
"Cerro Navia","13103","1310302","20",0,1,2
"Santiago","13101","1310304","20",0,0,3
"Cerro Navia","13103","1310304","20",0,1,10
"Cerro Navia","13103","1310307","20",0,1,5
"Cerro Navia","13103","1310308","20",0,0,3
"Conchalí","13104","1310401","20",1,1,4
"Conchalí","13104","1310403","20",1,1,3
"Conchalí","13104","1310405","20",0,3,15
"Conchalí","13104","1310406","20",0,0,4
"Conchalí","13104","1310408","20",0,1,6
"Conchalí","13104","1310409","20",0,2,35
"Conchalí","13104","1310410","20",0,0,7
"El Bosque","13105","1310501","20",0,1,11
"San Bernardo","13401","1310501","20",0,2,3
"El Bosque","13105","1310502","20",0,4,6
"El Bosque","13105","1310503","20",0,0,2
"El Bosque","13105","1310505","20",0,3,7
"El Bosque","13105","1310506","20",0,2,16
"El Bosque","13105","1310507","20",0,1,11
"San Bernardo","13401","1310507","20",0,1,5
"El Bosque","13105","1310508","20",0,1,5
"San Bernardo","13401","1310510","20",0,0,2
"Estación Central","13106","1310601","20",0,0,3
"Estación Central","13106","1310606","20",0,3,12
"Estación Central","13106","1310608","20",0,3,33
"Estación Central","13106","1310610","20",0,3,27
"Estación Central","13106","1310611","20",0,2,9
"Estación Central","13106","1310612","20",0,0,5
"Estación Central","13106","1310613","20",0,1,7
"Huechuraba","13107","1310701","20",2,27,138
"Huechuraba","13107","1310702","20",0,2,5
"Huechuraba","13107","1310704","20",0,2,6
"Huechuraba","13107","1310705","20",0,5,30
"Independencia","13108","1310801","20",0,6,39
"Independencia","13108","1310802","20",0,5,27
"Independencia","13108","1310803","20",1,3,34
"Independencia","13108","1310804","20",0,1,14
"Independencia","13108","1310805","20",0,11,47
"Independencia","13108","1310806","20",1,4,21
"La Cisterna","13109","1310901","20",0,5,27
"La Cisterna","13109","1310902","20",0,2,13
"La Cisterna","13109","1310903","20",0,4,14
"La Cisterna","13109","1310904","20",2,3,15
"El Bosque","13105","1310905","20",0,0,2
"La Cisterna","13109","1310905","20",0,8,34
"La Cisterna","13109","1310906","20",0,0,7
"La Florida","13110","1311001","20",0,2,16
"La Florida","13110","1311002","20",0,1,9
"La Florida","13110","1311003","20",0,5,32
"La Florida","13110","1311004","20",1,4,33
"La Florida","13110","1311005","20",0,0,5
"La Florida","13110","1311006","20",3,16,80
"La Florida","13110","1311007","20",1,10,52
"La Florida","13110","1311008","20",0,9,57
"La Florida","13110","1311009","20",0,6,29
"La Florida","13110","1311010","20",0,6,54
"La Florida","13110","1311011","20",1,3,27
"La Florida","13110","1311012","20",0,1,12
"La Florida","13110","1311013","20",0,0,4
"Puente Alto","13201","1311013","20",0,1,5
"La Florida","13110","1311015","20",1,4,11
"La Granja","13111","1311015","20",0,0,2
"La Florida","13110","1311016","20",0,2,30
"Puente Alto","13201","1311016","20",0,0,10
"La Florida","13110","1311017","20",1,7,37
"La Florida","13110","1311018","20",0,0,5
"La Florida","13110","1311019","20",0,7,51
"Santiago","13101","1311021","20",0,0,17
"La Florida","13110","1311021","20",0,1,6
"La Granja","13111","1311021","20",1,0,8
"La Granja","13111","1311101","20",0,1,4
"Santiago","13101","1311102","20",0,9,29
"La Granja","13111","1311103","20",1,1,4
"La Granja","13111","1311104","20",0,1,14
"La Florida","13110","1311107","20",1,1,6
"La Granja","13111","1311107","20",1,1,9
"La Pintana","13112","1311202","20",0,3,8
"La Pintana","13112","1311204","20",1,3,8
"La Granja","13111","1311205","20",0,1,4
"La Pintana","13112","1311207","20",3,3,11
"La Reina","13113","1311301","20",0,10,50
"La Reina","13113","1311302","20",0,4,26
"Ñuñoa","13120","1311302","20",0,1,16
"La Reina","13113","1311303","20",1,13,85
"Las Condes","13114","1311303","20",0,1,12
"La Reina","13113","1311304","20",1,15,134
"La Reina","13113","1311305","20",2,21,101
"La Reina","13113","1311306","20",0,15,73
"La Reina","13113","1311307","20",2,5,30
"Las Condes","13114","1311401","20",1,20,121
"Las Condes","13114","1311402","20",0,6,50
"Las Condes","13114","1311403","20",1,15,61
"Las Condes","13114","1311404","20",0,7,49
"Las Condes","13114","1311405","20",4,31,221
"Las Condes","13114","1311406","20",0,2,30
"Las Condes","13114","1311407","20",2,16,67
"Las Condes","13114","1311408","20",1,11,73
"Las Condes","13114","1311409","20",2,16,91
"Las Condes","13114","1311410","20",0,11,129
"Las Condes","13114","1311411","20",0,6,78
"Las Condes","13114","1311412","20",0,7,51
"Las Condes","13114","1311413","20",0,10,104
"Las Condes","13114","1311414","20",0,4,29
"Las Condes","13114","1311415","20",1,1,19
"Las Condes","13114","1311416","20",0,4,79
"Lo Barnechea","13115","1311501","20",3,19,131
"Lo Barnechea","13115","1311502","20",1,1,8
"Lo Barnechea","13115","1311504","20",2,7,61
"Lo Espejo","13116","1311601","20",2,3,16
"Lo Espejo","13116","1311603","20",0,2,11
"Lo Espejo","13116","1311605","20",0,0,10
"Pedro Aguirre Cerda","13121","1311606","20",0,1,3
"Cerro Navia","13103","1311701","20",0,1,4
"Lo Prado","13117","1311701","20",0,0,2
"Lo Prado","13117","1311702","20",0,0,2
"Santiago","13101","1311703","20",1,6,22
"Lo Prado","13117","1311704","20",0,0,10
"Lo Prado","13117","1311705","20",0,0,8
"Pudahuel","13124","1311705","20",1,2,5
"Macul","13118","1311801","20",0,11,48
"Macul","13118","1311802","20",2,15,86
"Macul","13118","1311803","20",1,5,31
"San Joaquín","13129","1311803","20",0,0,4
"Macul","13118","1311804","20",0,3,34
"Macul","13118","1311805","20",0,2,13
"Macul","13118","1311806","20",0,3,29
"Peñalolén","13122","1311806","20",0,0,3
"Maipú","13119","1311901","20",2,7,41
"Maipú","13119","1311902","20",0,5,49
"Maipú","13119","1311903","20",0,1,12
"Maipú","13119","1311905","20",0,9,35
"Maipú","13119","1311906","20",0,2,9
"Maipú","13119","1311907","20",0,6,37
"Maipú","13119","1311908","20",0,1,9
"Maipú","13119","1311909","20",0,3,13
"Maipú","13119","1311910","20",1,1,14
"Maipú","13119","1311913","20",0,2,14
"Maipú","13119","1311914","20",1,10,51
