"comuna","cut_comuna","dist_c17","semana","sosp_minsal0326","sosp_minsal0530","obs_cnt"
"Punta Arenas","12101","1210107","19",0,4,8
"Punta Arenas","12101","1210108","19",0,3,30
"Natales","12401","1240101","19",0,0,2
"Santiago","13101","1310101","19",0,2,44
"Santiago","13101","1310102","19",0,2,14
"Santiago","13101","1310103","19",0,7,41
"Santiago","13101","1310104","19",0,15,79
"Santiago","13101","1310106","19",0,3,10
"Santiago","13101","1310107","19",0,0,1
"Quinta Normal","13126","1310107","19",0,2,7
"Santiago","13101","1310108","19",0,2,20
"Santiago","13101","1310109","19",1,7,28
"Santiago","13101","1310110","19",1,12,74
"Santiago","13101","1310111","19",2,24,180
"Santiago","13101","1310112","19",1,5,24
"Santiago","13101","1310113","19",0,2,17
"Santiago","13101","1310114","19",1,12,56
"Santiago","13101","1310115","19",1,2,5
"Santiago","13101","1310116","19",0,2,13
"Santiago","13101","1310117","19",0,4,55
"Santiago","13101","1310118","19",0,0,7
"Santiago","13101","1310119","19",0,4,28
"Santiago","13101","1310120","19",0,0,5
"Santiago","13101","1310121","19",0,2,32
"Santiago","13101","1310122","19",0,0,12
"Santiago","13101","1310126","19",1,4,10
"Santiago","13101","1310127","19",0,9,73
"Santiago","13101","1310128","19",0,2,15
"Santiago","13101","1310129","19",0,1,3
"Cerrillos","13102","1310201","19",0,2,10
"Cerrillos","13102","1310202","19",0,0,5
"Cerrillos","13102","1310203","19",0,2,7
"Cerrillos","13102","1310204","19",0,2,10
"Cerro Navia","13103","1310303","19",0,0,5
"Cerro Navia","13103","1310304","19",0,2,14
"Cerro Navia","13103","1310307","19",0,1,8
"Cerro Navia","13103","1310308","19",0,1,11
"Conchalí","13104","1310401","19",1,2,4
"Conchalí","13104","1310402","19",0,3,13
"Conchalí","13104","1310403","19",0,2,2
"Conchalí","13104","1310404","19",0,1,8
"Conchalí","13104","1310405","19",0,5,21
"Conchalí","13104","1310408","19",0,1,7
"Conchalí","13104","1310409","19",0,0,2
"Conchalí","13104","1310410","19",0,0,6
"El Bosque","13105","1310501","19",1,7,19
"El Bosque","13105","1310502","19",0,1,9
"El Bosque","13105","1310503","19",0,5,14
"El Bosque","13105","1310504","19",0,0,7
"El Bosque","13105","1310505","19",0,2,6
"El Bosque","13105","1310506","19",0,0,8
"El Bosque","13105","1310508","19",0,1,12
"El Bosque","13105","1310509","19",0,2,8
"El Bosque","13105","1310510","19",0,0,1
"Estación Central","13106","1310601","19",0,1,2
"Estación Central","13106","1310604","19",0,1,4
"Estación Central","13106","1310605","19",0,0,5
"Estación Central","13106","1310606","19",0,4,17
"Estación Central","13106","1310608","19",0,2,11
"Estación Central","13106","1310609","19",0,2,11
"Estación Central","13106","1310610","19",0,10,38
"Lo Prado","13117","1310610","19",0,0,2
"Estación Central","13106","1310611","19",0,4,11
"Estación Central","13106","1310613","19",0,2,11
"Estación Central","13106","1310614","19",0,2,12
"Huechuraba","13107","1310701","19",4,21,156
"Huechuraba","13107","1310704","19",0,0,7
"Huechuraba","13107","1310705","19",0,5,26
"Independencia","13108","1310801","19",0,6,38
"Independencia","13108","1310802","19",0,2,8
"Independencia","13108","1310803","19",0,4,22
"Independencia","13108","1310804","19",0,1,4
"Independencia","13108","1310805","19",0,2,25
"Independencia","13108","1310806","19",0,4,16
"La Cisterna","13109","1310901","19",0,3,36
"La Cisterna","13109","1310902","19",0,0,16
"La Cisterna","13109","1310903","19",1,3,15
"La Cisterna","13109","1310904","19",0,2,14
"El Bosque","13105","1310905","19",0,0,2
"La Cisterna","13109","1310905","19",0,1,16
"El Bosque","13105","1310906","19",0,2,3
"La Cisterna","13109","1310906","19",0,3,19
"La Florida","13110","1311001","19",0,4,29
"La Florida","13110","1311002","19",0,4,28
"La Florida","13110","1311003","19",0,7,56
"La Florida","13110","1311004","19",4,11,78
"La Florida","13110","1311005","19",0,2,10
"La Florida","13110","1311006","19",1,8,58
"La Florida","13110","1311007","19",1,15,78
"La Florida","13110","1311008","19",3,16,70
"La Florida","13110","1311009","19",0,6,44
"La Florida","13110","1311010","19",0,12,59
"La Florida","13110","1311011","19",1,4,24
"La Florida","13110","1311012","19",0,3,42
"La Florida","13110","1311013","19",0,2,15
"La Pintana","13112","1311014","19",0,0,5
"La Florida","13110","1311015","19",0,2,9
"La Florida","13110","1311016","19",0,7,45
"Puente Alto","13201","1311016","19",0,1,6
"La Florida","13110","1311017","19",0,5,21
"La Florida","13110","1311018","19",0,2,5
"La Florida","13110","1311019","19",1,1,51
"La Florida","13110","1311020","19",0,0,2
"Santiago","13101","1311021","19",0,6,32
"La Florida","13110","1311021","19",0,2,16
"Santiago","13101","1311102","19",0,0,7
"La Granja","13111","1311102","19",1,3,9
"La Granja","13111","1311104","19",0,2,4
"La Granja","13111","1311105","19",0,0,12
"La Florida","13110","1311107","19",0,0,1
"La Granja","13111","1311107","19",1,1,11
"La Granja","13111","1311108","19",0,1,8
"La Pintana","13112","1311203","19",0,0,7
"La Pintana","13112","1311204","19",0,1,9
"La Pintana","13112","1311205","19",0,0,9
"Puente Alto","13201","1311205","19",0,4,13
"La Pintana","13112","1311208","19",0,1,8
"La Reina","13113","1311301","19",3,17,79
"La Reina","13113","1311302","19",0,8,49
"Ñuñoa","13120","1311302","19",0,1,11
"La Reina","13113","1311303","19",0,10,83
"La Reina","13113","1311304","19",0,21,114
"La Reina","13113","1311305","19",0,16,101
"La Reina","13113","1311306","19",1,19,88
"La Reina","13113","1311307","19",2,7,62
"Las Condes","13114","1311401","19",1,27,170
"Las Condes","13114","1311402","19",0,2,10
"Las Condes","13114","1311403","19",1,10,59
"Las Condes","13114","1311404","19",0,6,24
"Las Condes","13114","1311405","19",3,38,168
"Las Condes","13114","1311406","19",0,7,46
"Las Condes","13114","1311407","19",0,15,73
"Las Condes","13114","1311408","19",1,21,127
"Las Condes","13114","1311409","19",1,18,90
"Las Condes","13114","1311410","19",1,24,152
"Las Condes","13114","1311411","19",0,14,128
"Las Condes","13114","1311412","19",4,12,88
"Las Condes","13114","1311413","19",4,19,104
"Las Condes","13114","1311414","19",1,7,24
"Las Condes","13114","1311415","19",2,13,73
"Las Condes","13114","1311416","19",1,8,56
"Lo Barnechea","13115","1311501","19",1,23,192
"Lo Barnechea","13115","1311502","19",0,10,47
"Lo Barnechea","13115","1311503","19",0,1,4
"Lo Barnechea","13115","1311504","19",2,14,81
"Lo Espejo","13116","1311601","19",0,0,7
"Lo Espejo","13116","1311602","19",1,1,2
"Lo Espejo","13116","1311603","19",0,0,8
"Lo Espejo","13116","1311604","19",0,1,2
"Lo Espejo","13116","1311606","19",2,2,8
"Lo Espejo","13116","1311607","19",0,0,9
"Lo Prado","13117","1311701","19",0,0,5
"Lo Prado","13117","1311702","19",0,1,10
"Santiago","13101","1311703","19",0,0,16
"Lo Prado","13117","1311704","19",0,1,19
"Lo Prado","13117","1311705","19",0,0,2
"Pudahuel","13124","1311705","19",0,0,4
"Lo Prado","13117","1311707","19",0,0,10
"Macul","13118","1311801","19",0,12,38
"Santiago","13101","1311802","19",0,1,4
"Macul","13118","1311802","19",2,17,81
"Macul","13118","1311803","19",1,4,19
"Macul","13118","1311804","19",0,3,23
"Macul","13118","1311805","19",0,1,8
"Macul","13118","1311806","19",1,10,40
"Peñalolén","13122","1311806","19",0,1,7
"Maipú","13119","1311901","19",0,11,35
"Maipú","13119","1311902","19",1,9,63
"Maipú","13119","1311903","19",1,6,35
"Maipú","13119","1311905","19",0,3,12
"Maipú","13119","1311906","19",1,3,14
"Maipú","13119","1311907","19",1,6,29
"Maipú","13119","1311908","19",0,3,24
"Maipú","13119","1311909","19",0,3,13
"Maipú","13119","1311910","19",0,0,11
"Maipú","13119","1311911","19",0,1,4
"Maipú","13119","1311912","19",0,0,4
"Maipú","13119","1311913","19",0,0,5
"Maipú","13119","1311914","19",2,19,76
"Maipú","13119","1311916","19",2,5,21
"Maipú","13119","1311917","19",1,3,17
"Maipú","13119","1311918","19",0,1,11
"Maipú","13119","1311919","19",0,6,56
"Maipú","13119","1311920","19",1,7,41
"Maipú","13119","1311921","19",0,2,30
"Maipú","13119","1311922","19",0,2,11
"Maipú","13119","1311923","19",0,5,38
"Ñuñoa","13120","1312001","19",3,29,185
"Santiago","13101","1312002","19",0,0,2
"La Reina","13113","1312002","19",0,1,7
"Ñuñoa","13120","1312002","19",3,38,260
"La Reina","13113","1312003","19",0,0,4
"Ñuñoa","13120","1312003","19",1,7,24
"Ñuñoa","13120","1312004","19",0,23,123
"Ñuñoa","13120","1312005","19",6,43,222
"Ñuñoa","13120","1312006","19",2,15,81
"Ñuñoa","13120","1312007","19",6,39,220
"Ñuñoa","13120","1312008","19",0,1,12
"Ñuñoa","13120","1312009","19",2,9,39
"Ñuñoa","13120","1312010","19",0,13,101
"Ñuñoa","13120","1312011","19",0,18,118
"Pedro Aguirre Cerda","13121","1312101","19",1,3,21
"Santiago","13101","1312102","19",0,1,10
"Pedro Aguirre Cerda","13121","1312102","19",0,0,2
"Pedro Aguirre Cerda","13121","1312103","19",1,5,34
"Pedro Aguirre Cerda","13121","1312104","19",0,0,4
"Pedro Aguirre Cerda","13121","1312105","19",0,0,17
"Pedro Aguirre Cerda","13121","1312106","19",1,1,4
"Ñuñoa","13120","1312201","19",0,1,9
"Peñalolén","13122","1312201","19",0,2,12
"Peñalolén","13122","1312202","19",0,5,36
"Peñalolén","13122","1312203","19",5,34,224
"Peñalolén","13122","1312204","19",0,7,23
"Peñalolén","13122","1312205","19",2,13,69
"Peñalolén","13122","1312206","19",0,2,7
"Peñalolén","13122","1312207","19",1,5,29
"Peñalolén","13122","1312208","19",1,3,23
"Peñalolén","13122","1312209","19",0,4,22
"Peñalolén","13122","1312210","19",0,1,14
"Peñalolén","13122","1312211","19",1,7,25
"Ñuñoa","13120","1312301","19",1,7,45
"Providencia","13123","1312301","19",3,23,106
"Ñuñoa","13120","1312302","19",0,7,50
"Providencia","13123","1312302","19",1,21,130
"Providencia","13123","1312303","19",1,26,146
"Ñuñoa","13120","1312304","19",0,8,36
"Providencia","13123","1312304","19",7,77,524
"Ñuñoa","13120","1312305","19",1,5,44
"Providencia","13123","1312305","19",1,1,18
"Ñuñoa","13120","1312306","19",0,3,15
"Providencia","13123","1312306","19",1,13,72
"Providencia","13123","1312307","19",0,5,61
"Recoleta","13127","1312307","19",0,3,9
"Providencia","13123","1312308","19",0,6,31
"Pudahuel","13124","1312401","19",0,0,3
"Pudahuel","13124","1312402","19",0,2,14
"Santiago","13101","1312406","19",2,2,6
"Maipú","13119","1312406","19",0,0,1
"Pudahuel","13124","1312406","19",0,6,46
"Pudahuel","13124","1312407","19",2,11,47
"Pudahuel","13124","1312409","19",0,0,3
"Pudahuel","13124","1312410","19",0,1,3
"Quilicura","13125","1312501","19",0,2,29
"Quilicura","13125","1312502","19",0,5,25
"Quilicura","13125","1312504","19",2,20,88
"Santiago","13101","1312601","19",1,1,20
"Quinta Normal","13126","1312601","19",0,1,7
"Quinta Normal","13126","1312602","19",1,4,29
"Santiago","13101","1312603","19",0,2,5
"Quinta Normal","13126","1312603","19",0,2,21
"Quinta Normal","13126","1312604","19",0,1,11
"Quinta Normal","13126","1312605","19",0,1,8
"Quinta Normal","13126","1312606","19",0,0,9
"Quinta Normal","13126","1312607","19",0,1,5
"Quinta Normal","13126","1312608","19",0,3,8
"Quinta Normal","13126","1312609","19",1,1,5
"Recoleta","13127","1312701","19",0,1,8
"Recoleta","13127","1312702","19",0,5,28
"Recoleta","13127","1312704","19",0,4,13
"Recoleta","13127","1312705","19",0,0,8
"Recoleta","13127","1312706","19",0,3,11
"Recoleta","13127","1312708","19",0,0,3
"Recoleta","13127","1312709","19",0,1,10
"Recoleta","13127","1312710","19",0,0,2
"Recoleta","13127","1312711","19",0,1,13
"Recoleta","13127","1312712","19",0,3,9
"Renca","13128","1312801","19",0,0,5
"Renca","13128","1312802","19",0,0,10
"Renca","13128","1312804","19",0,1,4
"Renca","13128","1312805","19",0,1,2
"Renca","13128","1312806","19",0,1,24
"Renca","13128","1312807","19",0,1,10
"Renca","13128","1312808","19",0,0,2
"San Joaquín","13129","1312901","19",1,4,15
"San Joaquín","13129","1312902","19",0,0,4
"San Joaquín","13129","1312903","19",0,1,16
"La Granja","13111","1312905","19",0,0,4
"San Joaquín","13129","1312905","19",0,2,25
"San Joaquín","13129","1312906","19",0,2,10
"San Joaquín","13129","1312907","19",0,2,8
"Santiago","13101","1313001","19",1,2,6
"San Miguel","13130","1313001","19",0,2,21
"San Miguel","13130","1313002","19",1,3,33
"San Miguel","13130","1313003","19",0,2,20
"San Miguel","13130","1313004","19",0,6,39
"San Miguel","13130","1313005","19",0,6,16
"San Miguel","13130","1313006","19",0,7,49
"San Miguel","13130","1313007","19",0,2,13
"San Ramón","13131","1313101","19",0,2,21
"San Ramón","13131","1313103","19",0,3,14
"San Ramón","13131","1313104","19",0,0,1
"San Ramón","13131","1313105","19",0,6,13
"Las Condes","13114","1313201","19",1,1,2
"Vitacura","13132","1313201","19",1,9,59
"Vitacura","13132","1313202","19",1,19,105
"Lo Barnechea","13115","1313203","19",0,1,3
"Vitacura","13132","1313203","19",0,6,60
"Santiago","13101","1313204","19",0,0,3
"Las Condes","13114","1313204","19",0,2,18
"Vitacura","13132","1313204","19",2,14,106
"Las Condes","13114","1313205","19",0,0,19
"Vitacura","13132","1313205","19",2,18,81
"La Florida","13110","1320102","19",0,3,21
"Puente Alto","13201","1320102","19",1,12,51
"Puente Alto","13201","1320103","19",0,6,44
"Puente Alto","13201","1320104","19",0,2,16
"Puente Alto","13201","1320105","19",1,8,40
"Puente Alto","13201","1320106","19",0,1,12
"Puente Alto","13201","1320107","19",0,1,8
"Puente Alto","13201","1320108","19",1,10,70
"Puente Alto","13201","1320109","19",0,1,8
"Puente Alto","13201","1320110","19",2,13,49
"Puente Alto","13201","1320112","19",0,8,37
"Puente Alto","13201","1320113","19",0,1,21
"Puente Alto","13201","1320114","19",0,7,23
"Puente Alto","13201","1320115","19",1,12,54
"Puente Alto","13201","1320116","19",2,9,45
"Puente Alto","13201","1320117","19",0,5,42
"Puente Alto","13201","1320118","19",0,1,16
"Puente Alto","13201","1320119","19",0,8,45
"Pirque","13202","1320201","19",1,2,19
"Pirque","13202","1320202","19",0,0,9
"Pirque","13202","1320203","19",0,2,16
"San José de Maipo","13203","1320301","19",0,0,2
"San José de Maipo","13203","1320303","19",0,2,13
"San José de Maipo","13203","1320306","19",0,1,2
"Colina","13301","1330101","19",2,8,30
"Colina","13301","1330102","19",2,11,85
"Colina","13301","1330103","19",0,0,11
"Colina","13301","1330104","19",0,0,4
"Colina","13301","1330105","19",0,0,8
"Colina","13301","1330106","19",0,6,38
"Lampa","13302","1330201","19",2,6,44
"Lampa","13302","1330203","19",0,3,17
"Lampa","13302","1330204","19",1,4,26
"San Bernardo","13401","1340101","19",0,3,13
"San Bernardo","13401","1340102","19",1,0,5
"San Bernardo","13401","1340105","19",0,2,5
"San Bernardo","13401","1340106","19",0,4,15
"San Bernardo","13401","1340107","19",0,1,15
"San Bernardo","13401","1340108","19",0,6,45
"San Bernardo","13401","1340109","19",0,4,13
"San Bernardo","13401","1340110","19",1,3,17
"San Bernardo","13401","1340111","19",0,1,7
"San Bernardo","13401","1340112","19",0,0,1
"San Bernardo","13401","1340113","19",0,1,7
"San Bernardo","13401","1340114","19",1,3,18
"Buin","13402","1340201","19",1,16,56
"Buin","13402","1340202","19",1,3,17
"Buin","13402","1340203","19",0,4,12
"Buin","13402","1340204","19",0,0,4
"Calera de Tango","13403","1340301","19",0,0,2
"Calera de Tango","13403","1340302","19",0,1,15
"Calera de Tango","13403","1340305","19",0,0,1
"Paine","13404","1340402","19",0,1,3
"Paine","13404","1340404","19",0,0,5
"Paine","13404","1340406","19",0,3,24
"Paine","13404","1340408","19",0,0,8
"Melipilla","13501","1350101","19",0,3,8
"Melipilla","13501","1350102","19",0,0,8
"Melipilla","13501","1350112","19",0,1,10
"Melipilla","13501","1350114","19",0,1,9
"Curacaví","13503","1350301","19",0,1,3
"Curacaví","13503","1350304","19",0,0,5
"Curacaví","13503","1350306","19",0,0,1
"Curacaví","13503","1350307","19",0,1,7
"María Pinto","13504","1350401","19",0,1,7
"Talagante","13601","1360101","19",1,7,36
"Talagante","13601","1360102","19",0,2,11
"Talagante","13601","1360103","19",0,2,3
"Talagante","13601","1360104","19",0,1,14
"El Monte","13602","1360201","19",0,3,11
"El Monte","13602","1360202","19",0,2,10
"Isla de Maipo","13603","1360302","19",0,0,7
"Padre Hurtado","13604","1360401","19",0,4,14
"Padre Hurtado","13604","1360402","19",0,0,3
"Calera de Tango","13403","1360403","19",1,2,12
"Padre Hurtado","13604","1360403","19",0,0,4
"Padre Hurtado","13604","1360404","19",0,0,3
"Peñaflor","13605","1360501","19",1,3,29
"Peñaflor","13605","1360502","19",0,2,21
"Peñaflor","13605","1360503","19",0,2,12
"Pica","1405","140501","19",0,1,2
"Valdivia","14101","1410101","19",0,0,6
"Valdivia","14101","1410102","19",0,1,21
"Valdivia","14101","1410103","19",0,2,8
"Valdivia","14101","1410104","19",0,3,10
"Valdivia","14101","1410105","19",0,3,20
"Valdivia","14101","1410106","19",0,0,5
"Valdivia","14101","1410107","19",0,5,19
"Valdivia","14101","1410108","19",1,5,48
"Valdivia","14101","1410109","19",0,0,1
"Valdivia","14101","1410110","19",0,0,2
"Valdivia","14101","1410112","19",0,1,5
"Valdivia","14101","1410116","19",0,1,2
"Valdivia","14101","1410117","19",0,0,2
"Lanco","14103","1410301","19",0,0,5
"Los Lagos","14104","1410401","19",0,1,4
"Arica","15101","1510101","19",0,1,2
"Arica","15101","1510102","19",0,1,7
"Arica","15101","1510103","19",0,5,21
"Arica","15101","1510105","19",0,0,2
"Arica","15101","1510106","19",0,1,3
"Arica","15101","1510107","19",0,0,4
"Arica","15101","1510108","19",0,4,15
"Arica","15101","1510110","19",0,0,3
"Arica","15101","1510111","19",0,1,11
"Arica","15101","1510112","19",0,1,6
"Arica","15101","1510117","19",0,1,4
"Arica","15101","1510118","19",0,0,2
"Chillán","16101","1610102","19",1,3,14
"Chillán","16101","1610103","19",0,0,3
"Chillán","16101","1610105","19",0,1,6
"Chillán","16101","1610113","19",0,5,26
"Chillán","16101","1610114","19",0,6,52
"Chillán","16101","1610115","19",1,5,24
"Chillán","16101","1610116","19",0,5,18
"Chillán","16101","1610117","19",0,0,7
"Bulnes","16102","1610201","19",0,0,1
"Chillán Viejo","16103","1610304","19",0,2,9
"Pinto","16106","1610606","19",0,2,3
"Quillón","16107","1610701","19",0,0,1
"Yungay","16109","1610901","19",0,3,4
"San Carlos","16301","1630102","19",0,1,7
"San Carlos","16301","1630104","19",0,1,6
"Antofagasta","2101","210101","19",0,4,30
"Antofagasta","2101","210102","19",0,3,17
"Antofagasta","2101","210103","19",0,2,11
"Antofagasta","2101","210104","19",0,3,21
"Antofagasta","2101","210105","19",0,3,5
"Antofagasta","2101","210106","19",0,3,23
"Antofagasta","2101","210107","19",0,5,36
"Antofagasta","2101","210108","19",1,4,36
"Antofagasta","2101","210109","19",0,10,65
"Antofagasta","2101","210110","19",1,4,14
"Antofagasta","2101","210114","19",0,1,7
"Antofagasta","2101","210115","19",0,0,6
"Antofagasta","2101","210116","19",0,0,2
"Antofagasta","2101","210117","19",0,1,4
"Antofagasta","2101","210118","19",0,1,16
"Mejillones","2102","210201","19",0,0,2
"Taltal","2104","210401","19",0,3,15
"Calama","2201","220101","19",0,1,4
"Calama","2201","220105","19",0,2,9
"Calama","2201","220106","19",1,2,7
"Calama","2201","220107","19",0,2,12
"Calama","2201","220108","19",0,0,2
"Calama","2201","220109","19",0,1,4
"Calama","2201","220110","19",0,2,6
"Calama","2201","220114","19",0,0,12
"Tocopilla","2301","230106","19",0,4,19
"Copiapó","3101","310104","19",0,0,5
